RainTomorrow,MaxTemp,Humidity3pm
Yes,22.8,42.0
No,26.2,26.0
No,36.5,22.0
Yes,26.9,85.0
Yes,16.2,63.0
No,30.8,74.0
Yes,31.5,66.0
Yes,23.7,92.0
No,18.6,53.0
No,25.3,67.0
No,34.2,37.0
No,16.7,55.0
No,30.2,42.0
No,38.1,17.0
Yes,19.4,72.0
No,19.7,54.0
No,27.0,73.0
No,34.3,65.0
Yes,29.6,51.0
No,32.0,40.0
No,27.5,35.0
No,18.8,68.0
No,24.4,38.0
Yes,20.5,92.0
No,21.8,44.0
No,30.0,35.0
No,32.2,42.0
No,32.7,52.0
No,18.8,60.0
No,18.0,31.0
Yes,16.1,64.0
No,31.3,19.0
Yes,32.0,59.0
No,19.4,52.0
No,26.2,35.0
No,14.4,38.0
Yes,19.8,69.0
Yes,19.0,60.0
No,26.7,55.0
No,21.1,37.0
No,19.9,70.0
No,34.2,39.0
Yes,32.0,72.0
No,23.0,48.0
No,32.2,32.0
No,29.6,35.0
No,28.8,48.0
No,34.8,26.0
No,10.8,65.0
No,14.1,57.0
No,9.8,57.0
No,37.5,39.0
No,23.6,68.0
No,15.7,54.0
Yes,27.9,60.0
No,28.9,39.0
No,22.6,41.0
No,27.8,52.0
Yes,26.7,53.0
No,31.3,14.0
No,19.5,76.0
Yes,32.3,65.0
No,15.1,75.0
No,16.1,58.0
No,30.0,65.0
No,31.9,17.0
No,22.9,14.0
No,31.6,46.0
No,10.5,59.0
No,21.2,74.0
Yes,14.2,76.0
No,32.0,36.0
No,19.2,64.0
No,28.0,22.0
No,14.7,43.0
No,16.9,56.0
No,18.9,39.0
Yes,15.6,53.0
No,27.3,61.0
Yes,15.3,83.0
Yes,29.4,68.0
No,19.3,34.0
No,34.2,39.0
No,31.3,50.0
No,22.1,74.0
Yes,15.0,59.0
No,22.9,59.0
No,34.1,7.0
No,20.5,44.0
No,10.6,53.0
No,24.1,44.0
No,13.2,57.0
No,23.4,30.0
No,20.7,30.0
No,14.0,49.0
Yes,29.6,54.0
No,27.3,57.0
No,23.0,58.0
No,22.2,53.0
No,24.6,41.0
Yes,14.6,91.0
Yes,9.6,92.0
No,17.9,74.0
No,28.4,58.0
No,20.0,48.0
Yes,15.4,93.0
Yes,37.7,16.0
No,20.5,27.0
No,22.5,31.0
Yes,22.2,69.0
No,9.3,64.0
No,26.1,56.0
No,18.5,67.0
No,26.0,59.0
No,19.6,63.0
No,24.8,47.0
No,32.1,37.0
No,18.6,60.0
No,23.7,71.0
No,15.3,50.0
No,29.7,44.0
No,29.0,28.0
No,23.6,69.0
No,28.4,47.0
No,28.8,58.0
Yes,17.3,96.0
No,33.9,18.0
No,25.2,69.0
No,16.3,54.0
No,27.2,67.0
No,13.2,77.0
Yes,32.3,65.0
No,17.8,40.0
No,35.0,22.0
No,29.2,65.0
No,30.6,64.0
No,24.8,25.0
Yes,13.3,89.0
No,27.5,39.0
No,35.1,25.0
No,22.6,50.0
No,35.4,26.0
Yes,23.2,36.0
Yes,30.8,46.0
No,22.0,57.0
Yes,20.2,53.0
No,13.4,74.0
No,25.9,30.0
No,24.1,45.0
No,22.0,52.0
Yes,24.2,88.0
No,31.8,8.0
No,21.1,50.0
Yes,18.4,54.0
No,29.7,71.0
No,30.8,24.0
No,32.0,46.0
Yes,32.3,67.0
No,29.6,62.0
No,28.8,48.0
No,28.0,60.0
No,20.7,65.0
No,19.9,59.0
Yes,16.0,66.0
No,26.7,60.0
Yes,31.5,41.0
Yes,25.2,29.0
Yes,15.9,42.0
No,29.5,43.0
No,16.9,69.0
No,16.8,48.0
No,20.0,42.0
No,35.4,7.0
Yes,15.1,85.0
No,37.5,5.0
No,17.9,76.0
No,29.9,43.0
No,22.1,20.0
No,20.1,31.0
No,36.8,15.0
No,32.4,39.0
No,11.9,50.0
Yes,15.6,63.0
No,34.8,27.0
No,19.5,61.0
No,27.0,47.0
No,16.3,65.0
No,26.1,57.0
No,34.4,17.0
Yes,18.3,64.0
No,24.9,59.0
No,24.0,57.0
No,10.4,47.0
Yes,26.0,91.0
No,20.8,57.0
No,28.6,50.0
No,18.3,50.0
No,31.0,30.0
No,20.7,54.0
No,33.4,24.0
No,25.6,41.0
Yes,13.5,94.0
No,16.9,50.0
Yes,14.1,52.0
Yes,28.0,77.0
Yes,11.1,80.0
No,36.7,37.0
No,15.1,61.0
No,10.9,73.0
No,16.6,36.0
No,18.7,60.0
No,20.1,34.0
No,18.0,88.0
No,33.8,50.0
No,28.1,55.0
No,21.3,27.0
No,29.5,5.0
No,16.8,75.0
No,34.9,11.0
No,38.3,6.0
Yes,14.4,71.0
No,34.1,45.0
No,33.2,41.0
No,33.5,40.0
No,19.9,64.0
No,29.5,60.0
No,23.0,67.0
No,36.3,25.0
No,24.0,40.0
No,32.1,14.0
Yes,18.0,93.0
No,29.4,19.0
No,18.0,25.0
No,19.3,47.0
No,20.4,42.0
No,14.0,55.0
No,17.8,39.0
No,30.9,47.0
Yes,18.2,85.0
No,31.0,27.0
Yes,14.5,61.0
No,28.2,20.0
No,23.2,65.0
No,19.8,57.0
No,40.1,13.0
No,34.2,15.0
Yes,31.9,57.0
Yes,20.3,100.0
Yes,16.3,69.0
Yes,37.9,36.0
No,32.3,27.0
Yes,17.9,60.0
No,27.5,33.0
Yes,20.0,87.0
No,21.5,49.0
No,26.8,53.0
No,28.2,72.0
No,28.9,71.0
No,26.3,56.0
No,33.6,50.0
No,31.1,69.0
Yes,13.2,78.0
No,25.8,29.0
No,34.9,63.0
No,17.7,71.0
No,18.0,48.0
Yes,27.6,14.0
No,36.8,15.0
Yes,20.3,61.0
No,27.9,67.0
No,26.4,29.0
No,32.0,61.0
No,21.4,69.0
Yes,18.1,65.0
No,17.8,72.0
No,25.7,42.0
Yes,14.9,87.0
No,20.5,60.0
No,36.6,13.0
No,20.4,59.0
No,30.3,42.0
No,22.9,25.0
No,18.6,47.0
No,25.0,32.0
No,14.8,63.0
No,26.4,54.0
No,24.5,41.0
No,27.4,23.0
Yes,19.4,58.0
No,29.1,70.0
No,15.9,62.0
No,18.0,34.0
Yes,31.0,66.0
Yes,19.4,50.0
Yes,21.0,100.0
No,14.5,56.0
No,17.4,56.0
No,38.9,16.0
No,27.3,50.0
No,21.8,31.0
No,27.9,18.0
No,30.9,23.0
No,16.5,73.0
Yes,29.8,73.0
No,12.4,71.0
Yes,11.4,73.0
No,27.1,66.0
No,16.5,46.0
No,22.6,41.0
No,24.2,48.0
No,34.5,8.0
Yes,32.5,69.0
No,30.7,31.0
No,23.6,53.0
No,30.8,32.0
Yes,17.8,52.0
No,39.2,20.0
No,17.1,45.0
No,24.5,21.0
No,29.9,46.0
No,21.2,70.0
No,31.2,39.0
No,39.6,6.0
No,28.3,23.0
No,20.5,62.0
No,26.0,52.0
No,20.2,52.0
No,16.6,53.0
No,31.4,66.0
No,15.5,64.0
No,18.2,43.0
No,33.3,8.0
No,25.5,47.0
No,36.7,16.0
Yes,27.0,61.0
Yes,14.4,68.0
Yes,22.5,62.0
Yes,12.8,72.0
No,16.1,57.0
No,18.6,70.0
No,21.6,80.0
No,15.0,64.0
No,38.1,26.0
No,20.9,38.0
No,25.6,34.0
No,30.8,53.0
Yes,31.8,68.0
No,19.7,39.0
No,35.0,26.0
No,18.4,40.0
No,19.0,83.0
No,17.7,33.0
No,19.0,45.0
No,19.6,31.0
No,30.1,61.0
No,24.5,17.0
Yes,25.6,70.0
No,22.7,36.0
No,18.5,37.0
Yes,21.1,45.0
No,26.5,33.0
No,18.2,70.0
No,28.5,57.0
No,25.2,28.0
No,15.7,59.0
No,36.9,14.0
No,35.2,20.0
No,25.6,79.0
No,15.9,61.0
No,29.5,39.0
No,15.8,52.0
No,20.0,74.0
No,31.9,6.0
No,29.0,51.0
No,35.8,14.0
No,10.5,61.0
No,36.9,7.0
No,17.0,39.0
Yes,31.5,81.0
No,43.1,10.0
No,23.7,55.0
No,43.0,10.0
No,21.9,68.0
No,24.0,28.0
No,31.2,66.0
Yes,28.7,63.0
No,21.9,35.0
No,21.0,33.0
No,26.0,55.0
No,18.6,40.0
No,28.0,22.0
No,24.7,53.0
No,35.4,32.0
No,35.5,24.0
No,24.1,20.0
No,20.6,57.0
No,17.4,55.0
No,31.5,30.0
No,24.6,29.0
No,18.1,48.0
Yes,31.7,85.0
No,22.5,77.0
No,17.6,40.0
Yes,12.6,67.0
No,37.0,22.0
No,29.3,30.0
No,15.9,53.0
No,28.3,46.0
Yes,24.5,54.0
Yes,32.1,32.0
No,25.4,45.0
No,26.7,37.0
Yes,22.9,78.0
Yes,20.1,39.0
No,15.8,61.0
Yes,17.4,39.0
No,18.9,41.0
No,24.3,47.0
No,22.2,42.0
No,28.7,56.0
No,16.6,74.0
No,20.3,60.0
No,12.7,67.0
Yes,23.6,45.0
No,16.3,56.0
No,11.3,93.0
No,29.3,62.0
Yes,14.4,56.0
No,21.7,68.0
Yes,25.3,53.0
No,26.8,36.0
Yes,31.4,70.0
No,12.5,69.0
No,18.1,79.0
Yes,29.1,77.0
No,13.5,63.0
No,13.8,57.0
No,31.1,56.0
No,29.5,61.0
No,23.5,78.0
No,21.2,77.0
No,35.0,15.0
No,25.3,90.0
Yes,32.3,21.0
No,21.5,64.0
No,40.4,21.0
No,32.1,69.0
No,25.1,19.0
Yes,15.3,83.0
No,35.9,26.0
No,19.1,39.0
No,19.5,46.0
Yes,14.1,85.0
No,31.5,34.0
No,27.5,59.0
Yes,23.3,79.0
No,17.7,46.0
No,17.4,53.0
No,32.7,24.0
No,24.9,34.0
No,19.4,52.0
No,29.1,67.0
Yes,23.6,77.0
No,17.4,52.0
No,14.1,54.0
No,25.6,50.0
No,20.2,24.0
No,22.0,35.0
Yes,14.3,80.0
No,32.6,59.0
No,24.6,57.0
No,15.5,60.0
Yes,21.2,65.0
No,18.5,41.0
Yes,16.0,65.0
No,17.2,42.0
No,18.7,42.0
No,16.8,33.0
No,19.1,36.0
No,38.5,25.0
Yes,24.3,72.0
Yes,26.6,95.0
No,21.7,94.0
No,24.9,42.0
No,36.9,74.0
Yes,32.4,68.0
No,16.6,62.0
No,25.3,32.0
No,12.8,71.0
No,19.8,68.0
No,21.4,92.0
Yes,25.7,82.0
No,17.8,51.0
No,22.5,53.0
No,22.4,41.0
No,27.8,19.0
No,29.8,51.0
No,33.3,25.0
No,25.7,19.0
No,22.9,65.0
No,26.9,38.0
Yes,12.1,82.0
No,26.5,24.0
Yes,26.3,78.0
No,30.0,47.0
No,24.4,58.0
No,20.7,58.0
No,22.3,44.0
No,20.2,50.0
No,22.1,35.0
No,15.4,67.0
No,34.1,100.0
No,17.1,58.0
Yes,29.3,66.0
No,27.0,60.0
No,23.6,52.0
No,26.9,11.0
No,29.1,36.0
No,20.7,38.0
Yes,9.2,94.0
No,23.5,24.0
No,24.7,53.0
No,25.7,18.0
No,35.7,16.0
No,28.2,15.0
No,17.0,55.0
Yes,20.2,71.0
No,14.2,85.0
No,18.4,39.0
Yes,18.6,47.0
No,17.1,70.0
No,38.7,47.0
No,25.3,39.0
Yes,18.5,59.0
Yes,21.2,86.0
No,19.4,44.0
Yes,15.7,63.0
No,16.9,47.0
No,21.7,21.0
Yes,13.0,86.0
No,28.8,17.0
No,32.7,34.0
No,26.0,61.0
No,23.0,55.0
No,24.5,36.0
No,39.1,22.0
No,28.1,58.0
No,26.9,63.0
Yes,25.1,83.0
No,23.2,52.0
Yes,21.6,37.0
No,19.9,51.0
Yes,20.8,52.0
No,18.9,32.0
No,20.9,59.0
No,34.5,6.0
No,25.4,64.0
No,22.3,51.0
No,33.1,62.0
No,17.6,46.0
No,20.9,42.0
No,20.5,27.0
No,25.3,49.0
No,17.7,37.0
No,17.3,45.0
No,19.4,70.0
No,24.1,30.0
No,19.6,82.0
Yes,15.8,44.0
No,13.6,64.0
No,22.4,34.0
Yes,15.7,70.0
No,29.5,60.0
No,23.0,40.0
No,30.0,48.0
No,22.5,69.0
No,36.3,18.0
No,24.5,39.0
No,32.1,5.0
No,16.4,54.0
No,23.2,56.0
No,38.4,17.0
Yes,17.5,77.0
No,11.8,68.0
No,28.6,51.0
No,40.2,14.0
No,20.8,20.0
No,34.5,70.0
No,30.0,62.0
Yes,23.8,85.0
No,16.9,96.0
No,23.9,32.0
No,31.2,17.0
No,34.9,25.0
Yes,19.7,84.0
No,29.3,50.0
Yes,28.2,53.0
No,10.2,76.0
No,24.1,28.0
Yes,12.4,61.0
No,19.8,33.0
No,20.3,65.0
No,20.7,67.0
No,24.3,40.0
Yes,24.2,42.0
No,25.5,75.0
No,19.4,54.0
No,16.0,41.0
Yes,18.5,67.0
Yes,26.0,59.0
No,19.9,39.0
No,22.0,21.0
Yes,17.5,55.0
No,17.1,65.0
No,26.9,34.0
No,12.1,55.0
Yes,15.3,91.0
No,23.2,41.0
Yes,10.8,94.0
No,26.0,49.0
No,26.0,58.0
Yes,29.2,68.0
No,16.7,47.0
No,18.2,61.0
No,16.5,41.0
Yes,16.6,64.0
No,35.1,69.0
Yes,20.7,70.0
No,34.2,8.0
No,26.4,73.0
No,29.4,43.0
Yes,23.9,73.0
No,32.5,46.0
No,22.9,76.0
No,14.8,64.0
No,33.6,61.0
No,18.6,47.0
Yes,16.4,72.0
No,24.2,53.0
No,28.1,49.0
No,28.6,29.0
No,17.8,51.0
Yes,22.9,62.0
No,41.6,15.0
No,13.3,46.0
No,42.1,55.0
No,23.4,47.0
No,31.8,45.0
No,26.0,12.0
No,22.4,29.0
No,18.1,54.0
No,18.1,35.0
No,20.5,39.0
No,28.9,58.0
Yes,26.5,48.0
No,36.2,20.0
No,33.4,52.0
No,23.4,53.0
No,19.2,30.0
No,28.0,59.0
Yes,28.9,91.0
No,25.8,59.0
No,39.9,25.0
No,15.4,47.0
No,19.7,51.0
No,42.0,19.0
Yes,15.6,56.0
No,17.2,36.0
Yes,19.1,88.0
No,16.3,61.0
No,15.6,43.0
No,21.0,55.0
No,32.9,17.0
No,19.9,33.0
Yes,11.1,77.0
No,29.5,46.0
No,11.1,54.0
No,25.0,50.0
No,26.0,26.0
Yes,30.6,77.0
Yes,31.5,91.0
No,30.8,22.0
No,23.5,50.0
No,32.0,49.0
No,17.7,50.0
No,14.6,62.0
No,30.6,58.0
Yes,22.7,78.0
No,24.4,55.0
Yes,19.4,94.0
No,30.2,36.0
No,18.1,44.0
No,16.1,37.0
No,18.7,36.0
No,26.1,15.0
No,27.0,50.0
No,29.8,48.0
No,21.2,57.0
No,25.1,23.0
No,26.0,57.0
No,21.3,47.0
Yes,25.6,99.0
Yes,18.0,54.0
No,24.1,51.0
Yes,28.3,78.0
No,29.3,15.0
Yes,15.0,58.0
No,22.9,50.0
Yes,29.0,60.0
No,18.8,45.0
No,20.1,48.0
No,24.5,19.0
No,28.4,68.0
No,28.9,37.0
No,32.4,45.0
No,26.3,25.0
No,38.1,52.0
No,27.6,46.0
Yes,24.1,49.0
No,24.2,20.0
No,21.1,49.0
No,19.5,30.0
No,18.6,69.0
No,23.0,46.0
No,19.8,44.0
Yes,25.7,72.0
No,19.9,50.0
No,14.4,45.0
Yes,31.0,65.0
Yes,16.4,65.0
No,27.1,28.0
No,29.5,19.0
Yes,24.2,49.0
Yes,12.5,72.0
No,28.4,65.0
Yes,14.0,84.0
No,26.8,29.0
No,15.3,44.0
No,29.5,19.0
No,25.2,48.0
No,27.9,61.0
No,17.9,60.0
Yes,21.1,65.0
No,21.4,39.0
No,30.4,80.0
No,29.7,83.0
No,17.8,56.0
Yes,19.7,55.0
No,13.6,62.0
Yes,27.2,50.0
No,15.4,63.0
Yes,18.1,72.0
No,20.1,36.0
Yes,31.4,66.0
Yes,29.7,79.0
No,27.5,57.0
No,36.9,18.0
No,26.3,33.0
No,16.9,75.0
No,19.0,46.0
No,24.8,49.0
No,33.4,24.0
No,27.5,34.0
Yes,22.4,68.0
No,19.3,39.0
No,16.1,53.0
No,28.8,44.0
No,25.8,49.0
No,18.1,44.0
No,34.9,49.0
No,40.0,23.0
No,18.5,57.0
No,29.1,32.0
No,28.5,30.0
No,30.8,41.0
No,28.5,46.0
Yes,28.2,99.0
Yes,23.0,81.0
No,22.0,66.0
Yes,27.0,67.0
No,26.2,13.0
No,19.0,59.0
Yes,30.2,55.0
Yes,14.7,52.0
No,23.7,55.0
No,26.1,49.0
No,16.9,41.0
Yes,17.9,88.0
No,21.4,42.0
No,33.9,14.0
No,22.0,62.0
No,20.2,38.0
No,16.0,64.0
No,31.2,16.0
No,25.6,59.0
No,20.7,47.0
No,28.6,51.0
No,18.7,45.0
No,23.6,48.0
Yes,22.7,58.0
No,25.7,78.0
No,41.7,7.0
No,21.9,59.0
No,30.9,36.0
No,29.4,53.0
No,27.7,25.0
No,20.3,69.0
No,30.2,27.0
No,38.3,8.0
No,27.1,31.0
No,16.4,93.0
Yes,18.7,77.0
Yes,26.9,12.0
No,23.7,60.0
No,20.5,52.0
Yes,20.4,89.0
No,22.4,32.0
No,10.6,61.0
Yes,26.2,27.0
No,23.0,31.0
No,21.1,42.0
No,17.9,74.0
No,36.7,26.0
No,25.7,56.0
No,24.6,70.0
Yes,19.8,47.0
Yes,29.1,92.0
No,22.2,50.0
No,22.7,32.0
No,26.6,35.0
No,24.0,53.0
No,28.8,19.0
No,42.5,10.0
No,14.7,64.0
No,27.0,55.0
No,23.7,31.0
Yes,17.7,80.0
Yes,17.9,78.0
No,13.6,58.0
No,19.9,43.0
No,32.0,53.0
No,19.8,39.0
Yes,28.6,84.0
No,24.9,46.0
Yes,18.8,63.0
Yes,27.2,72.0
No,27.2,20.0
Yes,29.1,85.0
No,14.9,48.0
No,34.2,35.0
No,28.0,56.0
No,18.4,51.0
No,22.2,42.0
No,21.8,63.0
No,32.2,24.0
No,15.7,58.0
No,32.8,46.0
No,33.5,10.0
No,31.7,22.0
No,39.1,23.0
No,21.5,64.0
No,29.6,55.0
Yes,28.2,68.0
No,12.6,72.0
No,16.3,43.0
No,26.5,63.0
No,17.9,74.0
No,24.4,63.0
No,13.2,72.0
Yes,30.9,63.0
No,12.1,87.0
No,22.6,55.0
Yes,15.7,38.0
Yes,29.3,59.0
No,24.6,56.0
No,32.3,48.0
Yes,22.8,35.0
No,14.2,54.0
No,20.5,42.0
No,20.2,46.0
No,30.7,34.0
Yes,17.4,37.0
Yes,12.5,79.0
No,33.6,5.0
No,17.6,53.0
No,21.8,34.0
No,14.4,52.0
No,20.8,34.0
No,15.4,63.0
No,38.0,13.0
No,24.8,66.0
No,30.6,13.0
No,26.3,47.0
Yes,20.3,48.0
Yes,14.2,80.0
No,26.6,47.0
No,33.0,26.0
No,21.8,44.0
No,31.4,19.0
No,21.4,32.0
Yes,26.9,86.0
No,23.3,24.0
No,23.1,18.0
No,18.7,44.0
No,15.8,62.0
Yes,18.3,94.0
No,14.8,50.0
No,26.9,32.0
Yes,23.3,26.0
No,14.0,48.0
Yes,30.2,20.0
Yes,25.6,69.0
No,33.9,51.0
No,32.9,21.0
No,15.8,65.0
No,17.3,38.0
Yes,20.4,92.0
Yes,18.5,73.0
Yes,13.4,91.0
Yes,32.7,64.0
No,31.6,20.0
No,36.3,19.0
No,29.4,45.0
No,29.1,62.0
No,37.4,14.0
No,13.9,47.0
No,14.6,66.0
No,26.0,28.0
Yes,19.8,51.0
No,16.1,55.0
No,32.5,29.0
No,15.2,52.0
No,27.9,49.0
No,20.8,50.0
No,32.0,14.0
No,38.0,3.0
Yes,25.4,72.0
No,21.8,44.0
No,17.1,39.0
No,26.5,27.0
No,17.0,34.0
No,19.6,28.0
No,18.8,66.0
Yes,32.4,59.0
No,31.2,40.0
Yes,20.1,37.0
Yes,37.0,43.0
No,20.5,72.0
No,35.5,24.0
No,25.6,57.0
No,13.4,88.0
No,26.3,31.0
No,12.9,94.0
No,20.8,31.0
No,29.7,71.0
No,15.1,93.0
Yes,21.2,39.0
No,20.8,59.0
No,24.8,75.0
No,17.0,56.0
No,22.5,60.0
No,20.7,24.0
No,26.5,49.0
Yes,11.1,69.0
Yes,19.0,88.0
Yes,33.6,79.0
No,22.7,31.0
Yes,6.8,93.0
No,16.7,58.0
No,21.6,25.0
No,14.9,61.0
No,14.8,44.0
No,24.2,38.0
No,17.7,51.0
Yes,14.5,87.0
No,27.3,83.0
No,32.1,23.0
Yes,24.3,68.0
No,24.1,30.0
No,31.4,40.0
No,20.8,70.0
No,23.2,27.0
Yes,10.9,97.0
No,27.5,28.0
No,31.9,55.0
Yes,29.0,75.0
No,34.8,59.0
No,18.3,64.0
No,24.8,28.0
Yes,32.3,75.0
No,20.6,23.0
No,30.2,26.0
No,33.2,14.0
No,25.9,42.0
No,18.9,46.0
No,20.2,45.0
Yes,17.5,77.0
Yes,25.0,80.0
No,25.6,35.0
No,26.5,41.0
Yes,14.8,85.0
No,16.7,41.0
No,20.1,40.0
Yes,13.6,69.0
No,26.1,39.0
No,27.5,60.0
No,23.0,67.0
Yes,19.5,34.0
No,13.1,70.0
No,33.4,36.0
No,18.3,44.0
No,22.1,59.0
Yes,12.4,76.0
No,13.4,68.0
No,23.8,28.0
No,20.4,54.0
No,25.6,45.0
No,23.9,60.0
No,22.9,39.0
Yes,18.7,94.0
Yes,28.3,65.0
Yes,14.6,77.0
No,18.3,64.0
No,26.4,52.0
No,16.8,45.0
No,30.4,77.0
No,27.4,28.0
No,37.6,35.0
No,26.7,42.0
No,30.2,56.0
No,17.6,30.0
No,28.5,13.0
No,30.1,53.0
No,34.1,36.0
No,15.0,63.0
No,18.6,59.0
No,12.6,67.0
Yes,20.4,62.0
No,29.0,74.0
No,21.1,26.0
No,26.2,45.0
No,26.6,52.0
Yes,35.0,31.0
No,20.2,25.0
No,28.1,38.0
No,29.1,69.0
No,19.9,61.0
No,32.9,69.0
No,22.3,35.0
No,29.7,26.0
No,14.1,47.0
No,19.6,64.0
No,26.8,29.0
No,42.6,11.0
No,15.6,59.0
No,22.2,59.0
No,34.9,44.0
No,18.7,55.0
Yes,20.0,29.0
Yes,29.9,39.0
No,28.8,60.0
No,27.0,19.0
Yes,14.7,100.0
No,18.0,36.0
No,27.6,36.0
Yes,28.4,53.0
No,30.8,37.0
No,25.6,57.0
No,13.5,69.0
Yes,25.5,59.0
Yes,19.0,87.0
No,23.3,69.0
No,20.2,45.0
No,23.2,52.0
No,24.6,22.0
No,12.7,86.0
No,27.8,69.0
No,27.8,26.0
Yes,32.5,75.0
No,30.3,24.0
No,40.1,26.0
Yes,25.0,42.0
Yes,23.8,61.0
No,19.0,54.0
Yes,33.2,64.0
No,16.8,49.0
Yes,21.6,46.0
No,23.0,40.0
No,22.2,60.0
Yes,14.6,89.0
No,27.6,58.0
No,31.6,16.0
No,19.7,34.0
No,23.8,12.0
No,17.3,37.0
Yes,19.1,58.0
No,20.0,61.0
No,27.2,65.0
No,19.3,74.0
No,26.2,49.0
No,13.7,61.0
No,30.5,31.0
Yes,11.1,41.0
No,28.0,55.0
Yes,22.4,80.0
No,24.8,18.0
No,22.8,79.0
Yes,23.0,82.0
No,28.9,43.0
Yes,16.7,80.0
Yes,25.5,66.0
No,15.4,65.0
No,34.3,14.0
Yes,31.8,95.0
No,26.3,43.0
No,18.4,39.0
No,27.4,36.0
No,22.4,35.0
No,30.2,66.0
No,29.7,49.0
Yes,24.8,64.0
No,17.1,53.0
No,24.4,22.0
No,17.2,34.0
No,15.2,43.0
Yes,16.9,79.0
No,23.1,55.0
No,31.8,41.0
No,12.3,66.0
No,32.6,38.0
No,21.4,67.0
No,29.4,24.0
No,23.2,55.0
Yes,24.1,80.0
Yes,14.1,87.0
No,25.2,36.0
Yes,23.9,74.0
No,14.5,49.0
No,15.7,64.0
No,21.0,44.0
No,16.1,45.0
Yes,31.3,61.0
No,40.3,17.0
No,13.9,76.0
No,30.4,55.0
No,26.2,37.0
No,24.5,62.0
No,26.8,67.0
Yes,17.0,39.0
No,23.0,66.0
No,25.0,45.0
No,25.7,50.0
No,25.9,45.0
No,24.0,67.0
Yes,31.9,38.0
No,25.3,48.0
No,17.0,75.0
No,18.2,49.0
No,26.2,16.0
No,27.2,29.0
Yes,24.9,61.0
No,14.6,60.0
No,36.5,43.0
Yes,23.1,61.0
Yes,12.6,67.0
No,35.5,12.0
No,9.7,64.0
No,26.9,50.0
No,37.2,7.0
No,19.9,78.0
No,15.2,51.0
No,21.3,48.0
Yes,10.9,87.0
No,23.0,55.0
No,27.6,33.0
Yes,12.5,69.0
No,25.6,33.0
Yes,17.1,48.0
No,35.1,53.0
No,25.3,39.0
No,21.9,43.0
No,34.5,20.0
No,32.4,24.0
No,16.6,46.0
Yes,27.6,66.0
No,13.3,83.0
No,18.8,61.0
No,24.7,54.0
No,21.3,78.0
No,41.5,12.0
No,25.7,77.0
Yes,11.1,68.0
No,28.4,60.0
No,8.6,63.0
No,17.8,55.0
Yes,19.0,80.0
No,32.9,49.0
No,21.0,69.0
No,14.3,49.0
No,25.5,50.0
Yes,27.7,66.0
No,37.0,14.0
No,13.3,45.0
No,29.4,46.0
No,19.5,46.0
Yes,31.7,47.0
No,24.3,66.0
Yes,27.0,74.0
No,38.7,16.0
No,21.4,52.0
Yes,26.7,79.0
No,27.9,28.0
No,26.0,61.0
No,32.1,54.0
No,18.0,33.0
No,23.3,40.0
No,23.2,46.0
No,30.2,57.0
No,19.7,38.0
No,35.9,18.0
No,21.0,34.0
Yes,33.9,30.0
No,28.1,22.0
No,14.6,51.0
No,23.3,60.0
No,23.7,27.0
No,29.8,43.0
Yes,12.3,90.0
No,18.8,48.0
No,34.0,27.0
No,29.2,48.0
No,31.2,39.0
No,32.6,15.0
No,13.4,60.0
Yes,19.3,76.0
No,32.0,35.0
No,27.9,55.0
No,29.5,21.0
No,32.5,23.0
Yes,21.8,76.0
No,27.1,44.0
Yes,20.4,70.0
Yes,16.4,81.0
No,18.6,57.0
Yes,17.8,84.0
No,16.8,58.0
Yes,15.7,60.0
No,28.8,53.0
No,30.6,66.0
No,19.9,27.0
No,13.7,45.0
No,24.0,45.0
No,32.1,17.0
No,22.0,33.0
No,34.9,12.0
No,15.9,51.0
No,30.1,8.0
No,19.3,56.0
No,20.3,40.0
No,28.1,54.0
No,26.9,60.0
No,30.2,32.0
No,19.7,51.0
Yes,15.4,59.0
No,24.4,71.0
No,15.8,55.0
No,27.8,45.0
No,20.8,51.0
No,20.6,58.0
No,17.2,52.0
Yes,25.7,75.0
No,21.1,54.0
Yes,19.9,48.0
Yes,15.5,87.0
No,20.3,36.0
Yes,25.5,61.0
No,17.1,35.0
No,28.9,74.0
Yes,17.5,62.0
No,18.2,52.0
No,29.3,28.0
No,18.8,62.0
No,16.1,69.0
No,13.4,65.0
Yes,21.7,47.0
No,21.8,33.0
No,25.6,31.0
No,31.8,20.0
Yes,11.0,68.0
No,14.8,63.0
No,20.2,36.0
Yes,14.3,80.0
No,20.6,59.0
No,15.8,61.0
Yes,22.5,66.0
Yes,30.3,47.0
No,19.9,50.0
No,17.7,73.0
No,24.0,48.0
No,21.5,68.0
No,26.4,81.0
No,25.1,49.0
Yes,27.3,29.0
Yes,32.9,50.0
Yes,23.1,85.0
No,33.2,57.0
No,22.7,75.0
No,21.7,62.0
Yes,32.2,55.0
No,13.8,62.0
No,30.5,23.0
No,34.1,31.0
No,26.2,35.0
No,14.2,42.0
Yes,25.0,90.0
No,29.7,23.0
No,31.6,67.0
No,27.6,62.0
No,27.2,52.0
No,20.5,35.0
No,23.3,52.0
Yes,15.4,54.0
No,15.9,39.0
No,15.0,59.0
No,29.4,43.0
No,26.4,29.0
No,30.3,12.0
No,40.6,20.0
Yes,19.1,81.0
No,18.3,50.0
No,38.3,16.0
No,27.9,50.0
No,18.6,69.0
Yes,12.2,94.0
Yes,29.0,89.0
No,16.7,33.0
Yes,14.6,54.0
No,26.5,53.0
